claim_id,unit_id,documento,pagina,seccion,tema,subtema,tipo_de_afirmacion,sujeto,afirmacion_normalizada,condiciones,excepciones,periodo,cifra_o_unidad,cita_textual,observaciones
CA-01345,A-001086,v4.1,,Part 6 -Edge Cases & Error States,Behavior:,Behavior:,proceso,Behavior:,"The (Agenda tu visi ta guiada) button remains operational but in a degraded mode that captures the lead and contacts the user back manually within one business day, instead of offering a real-time slot.",,,,,"The (Agenda tu visi ta guiada) button remains operational but in a degraded mode that captures the lead and contacts the user back manually within one business day, instead of offering a real-time slot. [@body[1443]]",auto-atomized from A-001086 (paragraph); seg 1/1; tipo heuristic
CA-01346,A-001087,v4.1,,Part 6 -Edge Cases & Error States,- Search query has multiple competing inferences,- Search query has multiple competing inferences,proceso,- Search query has multiple competing inferences,- Search query has multiple competing inferences,,,,,- Search query has multiple competing inferences [@body[1445]/Heading4],auto-atomized from A-001087 (heading); seg 1/1; tipo heuristic
CA-01347,A-001088,v4.1,,Part 6 -Edge Cases & Error States,- Search query has multiple competing inferences,- Search query has multiple competing inferences,proceso,- Search query has multiple competing inferences,Trigger: the user searches (yoga Polanco bajar de peso) (a class+ a location+ a goal).,,,,,Trigger: the user searches (yoga  Polanco  bajar  de peso) (a class+ a location+ a goal). [@body[1446]],auto-atomized from A-001088 (paragraph); seg 1/1; tipo heuristic
CA-01348,A-001089,v4.1,,Part 6 -Edge Cases & Error States,- Search query has multiple competing inferences,- Search query has multiple competing inferences,proceso,- Search query has multiple competing inferences,Behavior: see Rule 17,,,,17,"Behavior: see Rule 17. Pl wins over P9 wins over P4. For this example, the user lands on the ( Bajar de peso) hub with P9 pre-filled to(Polanco). P4 is not pre-filled (goal-driven landing overrides class-driven landing). [@body[1447]]",auto-atomized from A-001089 (paragraph); seg 1/4; tipo heuristic
CA-01349,A-001089,v4.1,,Part 6 -Edge Cases & Error States,- Search query has multiple competing inferences,- Search query has multiple competing inferences,proceso,- Search query has multiple competing inferences,Pl wins over P9 wins over P4,,,,9; 4,"Behavior: see Rule 17. Pl wins over P9 wins over P4. For this example, the user lands on the ( Bajar de peso) hub with P9 pre-filled to(Polanco). P4 is not pre-filled (goal-driven landing overrides class-driven landing). [@body[1447]]",auto-atomized from A-001089 (paragraph); seg 2/4; tipo heuristic
CA-01350,A-001089,v4.1,,Part 6 -Edge Cases & Error States,- Search query has multiple competing inferences,- Search query has multiple competing inferences,proceso,- Search query has multiple competing inferences,"For this example, the user lands on the ( Bajar de peso) hub with P9 pre-filled to(Polanco)",,,,9,"Behavior: see Rule 17. Pl wins over P9 wins over P4. For this example, the user lands on the ( Bajar de peso) hub with P9 pre-filled to(Polanco). P4 is not pre-filled (goal-driven landing overrides class-driven landing). [@body[1447]]",auto-atomized from A-001089 (paragraph); seg 3/4; tipo heuristic
CA-01351,A-001089,v4.1,,Part 6 -Edge Cases & Error States,- Search query has multiple competing inferences,- Search query has multiple competing inferences,proceso,- Search query has multiple competing inferences,P4 is not pre-filled (goal-driven landing overrides class-driven landing).,,,,4,"Behavior: see Rule 17. Pl wins over P9 wins over P4. For this example, the user lands on the ( Bajar de peso) hub with P9 pre-filled to(Polanco). P4 is not pre-filled (goal-driven landing overrides class-driven landing). [@body[1447]]",auto-atomized from A-001089 (paragraph); seg 4/4; tipo heuristic
CA-01352,A-001090,v4.1,,Part 6 -Edge Cases & Error States,- Stale plan returning user,- Stale plan returning user,proceso,- Stale plan returning user,- Stale plan returning user,,,,,-  Stale plan returning user [@body[1448]/Heading4],auto-atomized from A-001090 (heading); seg 1/1; tipo heuristic
CA-01353,A-001091,v4.1,,Part 6 -Edge Cases & Error States,- Stale plan returning user,- Stale plan returning user,proceso,- Stale plan returning user,Covered by Rule 34,,,,34,"Covered by Rule 34. After 60 days, the user is shown a non-blocking refresh prompt. [@body[1449]]",auto-atomized from A-001091 (paragraph); seg 1/2; tipo heuristic
CA-01354,A-001091,v4.1,,Part 6 -Edge Cases & Error States,- Stale plan returning user,- Stale plan returning user,proceso,- Stale plan returning user,"After 60 days, the user is shown a non-blocking refresh prompt.",,,,60,"Covered by Rule 34. After 60 days, the user is shown a non-blocking refresh prompt. [@body[1449]]",auto-atomized from A-001091 (paragraph); seg 2/2; tipo heuristic
CA-01355,A-001092,v4.1,,Part 6 -Edge Cases & Error States,- JavaScript disabled or older browser,- JavaScript disabled or older browser,proceso,- JavaScript disabled or older browser,- JavaScript disabled or older browser,,,,,-  JavaScript disabled or older browser [@body[1451]/Heading4],auto-atomized from A-001092 (heading); seg 1/1; tipo heuristic
CA-01356,A-001093,v4.1,,Part 6 -Edge Cases & Error States,- JavaScript disabled or older browser,- JavaScript disabled or older browser,proceso,- JavaScript disabled or older browser,Behavior: the site degrades gracefully,,,,,"Behavior: the site degrades gracefully. Server-rendered content is fully readable. The drawer becomes a static link list. The questionnaire and BES are unavailable in their interactive form, but their entry points show a graceful notice and direct the user to (Agenda tu  visi ta guiada), [@body[1452]]",auto-atomized from A-001093 (paragraph); seg 1/4; tipo heuristic
CA-01357,A-001093,v4.1,,Part 6 -Edge Cases & Error States,- JavaScript disabled or older browser,- JavaScript disabled or older browser,proceso,- JavaScript disabled or older browser,Server-rendered content is fully readable,,,,,"Behavior: the site degrades gracefully. Server-rendered content is fully readable. The drawer becomes a static link list. The questionnaire and BES are unavailable in their interactive form, but their entry points show a graceful notice and direct the user to (Agenda tu  visi ta guiada), [@body[1452]]",auto-atomized from A-001093 (paragraph); seg 2/4; tipo heuristic
CA-01358,A-001093,v4.1,,Part 6 -Edge Cases & Error States,- JavaScript disabled or older browser,- JavaScript disabled or older browser,proceso,- JavaScript disabled or older browser,The drawer becomes a static link list,,,,,"Behavior: the site degrades gracefully. Server-rendered content is fully readable. The drawer becomes a static link list. The questionnaire and BES are unavailable in their interactive form, but their entry points show a graceful notice and direct the user to (Agenda tu  visi ta guiada), [@body[1452]]",auto-atomized from A-001093 (paragraph); seg 3/4; tipo heuristic
CA-01359,A-001093,v4.1,,Part 6 -Edge Cases & Error States,- JavaScript disabled or older browser,- JavaScript disabled or older browser,proceso,- JavaScript disabled or older browser,"The questionnaire and BES are unavailable in their interactive form, but their entry points show a graceful notice and direct the user to (Agenda tu visi ta guiada),",,,,,"Behavior: the site degrades gracefully. Server-rendered content is fully readable. The drawer becomes a static link list. The questionnaire and BES are unavailable in their interactive form, but their entry points show a graceful notice and direct the user to (Agenda tu  visi ta guiada), [@body[1452]]",auto-atomized from A-001093 (paragraph); seg 4/4; tipo heuristic
CA-01360,A-001094,v4.1,,Part 6 -Edge Cases & Error States,- JavaScript disabled or older browser,- JavaScript disabled or older browser,proceso,- JavaScript disabled or older browser,which works server-side,,,,,which works server-side. The alternative. [@body[1454]],auto-atomized from A-001094 (paragraph); seg 1/2; tipo heuristic
CA-01361,A-001094,v4.1,,Part 6 -Edge Cases & Error States,- JavaScript disabled or older browser,- JavaScript disabled or older browser,proceso,- JavaScript disabled or older browser,The alternative.,,,,,which works server-side. The alternative. [@body[1454]],auto-atomized from A-001094 (paragraph); seg 2/2; tipo heuristic
CA-01362,A-001095,v4.1,,Part 6 -Edge Cases & Error States,- JavaScript disabled or older browser,- JavaScript disabled or older browser,proceso,- JavaScript disabled or older browser,/bes,,,,,/bes [@body[1454]/txbx[0]/p[0]],auto-atomized from A-001095 (textbox_paragraph); seg 1/1; tipo heuristic
CA-01363,A-001096,v4.1,,Part 6 -Edge Cases & Error States,- JavaScript disabled or older browser,- JavaScript disabled or older browser,proceso,- JavaScript disabled or older browser,fallback URL provides a server-rendered chat-like,,,,,fallback URL provides a server-rendered chat-like [@body[1455]],auto-atomized from A-001096 (paragraph); seg 1/1; tipo heuristic
CA-01364,A-001097,v4.1,,Part 6 -Edge Cases & Error States,- Slow connection or data-saver mode,- Slow connection or data-saver mode,proceso,- Slow connection or data-saver mode,- Slow connection or data-saver mode,,,,,-  Slow connection or data-saver mode [@body[1457]/Heading4],auto-atomized from A-001097 (heading); seg 1/1; tipo heuristic
CA-01365,A-001098,v4.1,,Part 6 -Edge Cases & Error States,- Slow connection or data-saver mode,- Slow connection or data-saver mode,proceso,- Slow connection or data-saver mode,Behavior: hero videos use a poster image fallback,,,,,Behavior: hero videos use a poster image fallback. Below-the-fold images use• [@body[1458]],auto-atomized from A-001098 (paragraph); seg 1/2; tipo heuristic
CA-01366,A-001098,v4.1,,Part 6 -Edge Cases & Error States,- Slow connection or data-saver mode,- Slow connection or data-saver mode,proceso,- Slow connection or data-saver mode,Below-the-fold images use•,,,,,Behavior: hero videos use a poster image fallback. Below-the-fold images use• [@body[1458]],auto-atomized from A-001098 (paragraph); seg 2/2; tipo heuristic
CA-01367,A-001099,v4.1,,Part 6 -Edge Cases & Error States,- Slow connection or data-saver mode,- Slow connection or data-saver mode,proceso,- Slow connection or data-saver mode,loading= 11 lazy 11,,,,11; 11,loading= 11 lazy 11 [@body[1458]/txbx[0]/p[0]],auto-atomized from A-001099 (textbox_paragraph); seg 1/1; tipo heuristic
CA-01368,A-001100,v4.1,,Part 6 -Edge Cases & Error States,- Slow connection or data-saver mode,- Slow connection or data-saver mode,proceso,- Slow connection or data-saver mode,"The site uses progressive enhancement so that the first meaningful paint is text and image, not a",,,,,"The site uses progressive enhancement so that the first meaningful paint is text and image, not a [@body[1459]]",auto-atomized from A-001100 (paragraph); seg 1/1; tipo heuristic
CA-01369,A-001101,v4.1,,Part 6 -Edge Cases & Error States,- Slow connection or data-saver mode,- Slow connection or data-saver mode,proceso,- Slow connection or data-saver mode,blocking video,,,,,blocking video. Animation respects themedia query. [@body[1460]],auto-atomized from A-001101 (paragraph); seg 1/2; tipo heuristic
CA-01370,A-001101,v4.1,,Part 6 -Edge Cases & Error States,- Slow connection or data-saver mode,- Slow connection or data-saver mode,proceso,- Slow connection or data-saver mode,Animation respects themedia query.,,,,,blocking video. Animation respects themedia query. [@body[1460]],auto-atomized from A-001101 (paragraph); seg 2/2; tipo heuristic
CA-01371,A-001102,v4.1,,Part 6 -Edge Cases & Error States,- Slow connection or data-saver mode,- Slow connection or data-saver mode,proceso,- Slow connection or data-saver mode,prefers-reduced-motion,,,,,prefers-reduced-motion [@body[1460]/txbx[0]/p[0]],auto-atomized from A-001102 (textbox_paragraph); seg 1/1; tipo heuristic
CA-01372,A-001103,v4.1,,Part 6 -Edge Cases & Error States,- Empty result set on amenity or club lists,- Empty result set on amenity or club lists,proceso,- Empty result set on amenity or club lists,- Empty result set on amenity or club lists,,,,,- Empty result set on amenity or club lists [@body[1462]/Heading4],auto-atomized from A-001103 (heading); seg 1/1; tipo heuristic
CA-01373,A-001104,v4.1,,Part 6 -Edge Cases & Error States,- Empty result set on amenity or club lists,- Empty result set on amenity or club lists,proceso,- Empty result set on amenity or club lists,"Trigger: the user filters amenity X by city Y, and no club in city Y has amenity X.",,,,,"Trigger: the user filters amenity X by city Y, and no club in city Y has amenity X. [@body[1463]]",auto-atomized from A-001104 (paragraph); seg 1/1; tipo heuristic
