unit_id,tipo,pagina,encabezado,subencabezado,clausula,ubicacion_dentro_de_clausula,texto_normalizado,texto_original
A-001105,paragraph,,Part 6 -Edge Cases & Error States,- Empty result set on amenity or club lists,- Empty result set on amenity or club lists,body[1464],"Behavior: the empty state is not silent. A short message explains that the combination has no match, and offers two options: (a) the closest club that has the amenity, regardless of city, and (b) the closest amenity to the user's city, regardless of club.","Behavior: the empty state is not silent. A short message explains that the combination has no match, and offers two options: (a) the closest club that has the amenity, regardless of city, and (b) the closest amenity to the user's city, regardless of club."
A-001106,heading,,Appendix A -Privacy & Data Handling,,Appendix A -Privacy & Data Handling,body[1467]/Heading2,Appendix A -Privacy & Data Handling,Appendix A -Privacy & Data Handling
A-001107,heading,,Appendix A -Privacy & Data Handling,Rule 36 - User data and privacy,Rule 36,body[1468]/Heading4,Rule 36 - User data and privacy,Rule 36 -  User data and privacy
A-001108,paragraph,,Appendix A -Privacy & Data Handling,Rule 36 - User data and privacy,Rule 36,body[1469],"The site captures personal data at four moments: questionnaire, plan-delivery sign-up, visit booking, and BES conversation.","The site captures personal data at four moments: questionnaire, plan-delivery sign-up, visit booking, and BES conversation."
A-001109,paragraph,,Appendix A -Privacy & Data Handling,Rule 36 - User data and privacy,Rule 36,body[1470],"At every capture point, the user must see the privacy notice and give explicit consent before any data is stored. Compliance with the Mexican LFPDPPP (Ley Federal de Protecci6n de Datos Personales en Posesi6n de los Particulares) is mandatory.","At every capture point, the user must see the privacy notice and give explicit consent before any data is stored. Compliance with the Mexican LFPDPPP (Ley Federal de Protecci6n de Datos Personales en Posesi6n de los Particulares) is mandatory."
A-001110,paragraph,,Appendix A -Privacy & Data Handling,Rule 36 - User data and privacy,Rule 36,body[1471],"Data is stored in the client's system, not in separate web-side systems.","Data is stored in the client's system, not in separate web-side systems."
A-001111,paragraph,,Appendix A -Privacy & Data Handling,Rule 36 - User data and privacy,Rule 36,body[1472],"Health data (weight, height, medical conditions, medication use) requires additional, specific consent.","Health data (weight, height, medical conditions, medication use) requires additional, specific consent."
A-001112,paragraph,,Appendix A -Privacy & Data Handling,Rule 36 - User data and privacy,Rule 36,body[1473],"WhatsApp reminder consent (Rule 3.2) is captured separately from the general privacy consent, with explicit opt-in.","WhatsApp reminder consent (Rule 3.2) is captured separately from the general privacy consent, with explicit opt-in."
A-001113,paragraph,,Appendix A -Privacy & Data Handling,Rule 36 - User data and privacy,Rule 36,body[1474],"The user can request deletion of their data at any time, and the request is honored within the timeframes set by the applicable regulation.","The user can request deletion of their data at any time, and the request is honored within the timeframes set by the applicable regulation."
A-001114,heading,,Appendix B -Out-of-Scope Pages,,Appendix B -Out-of-Scope Pages,body[1478]/Heading2,Appendix B -Out-of-Scope Pages,Appendix B -Out-of-Scope Pages
A-001115,heading,,Appendix B -Out-of-Scope Pages,Rule 37 - Pages explicitly out of scope,Rule 37,body[1479]/Heading4,Rule 37 - Pages explicitly out of scope,Rule 37 - Pages explicitly out of scope
A-001116,paragraph,,Appendix B -Out-of-Scope Pages,Rule 37 - Pages explicitly out of scope,Rule 37,body[1480],"To prevent confusion, the following pages do not exist on the site and are explicitly out of scope:","To prevent confusion, the following pages do not exist on the site and are explicitly out of scope:"
A-001117,paragraph,,Appendix B -Out-of-Scope Pages,Rule 37 - Pages explicitly out of scope,Rule 37,body[1482],"Help Center with article cluster. Operational FAQs (cancel, freeze, switch club) are handled by BES. Articles on exercise or nutrition live in the Journal.","Help Center with article cluster. Operational FAQs (cancel, freeze, switch club) are handled by BES. Articles on exercise or nutrition live in the Journal."
A-001118,paragraph,,Appendix B -Out-of-Scope Pages,Rule 37 - Pages explicitly out of scope,Rule 37,body[1483],"A page for each FitKidz activity. All 34 activities live within the FitKidz hub, organized by age range, discipline, and club availability per Rule 30. There is no individual page per activity.","A page for each FitKidz activity. All 34 activities live within the FitKidz hub, organized by age range, discipline, and club availability per Rule 30. There is no individual page per activity."
A-001119,paragraph,,Appendix B -Out-of-Scope Pages,Rule 37 - Pages explicitly out of scope,Rule 37,body[1484],"A page per trainer. Personal Training has one page, with no individual trainer profiles.","A page per trainer. Personal Training has one page, with no individual trainer profiles."
A-001120,paragraph,,Appendix B -Out-of-Scope Pages,Rule 37 - Pages explicitly out of scope,Rule 37,body[1485],Studio Polanco or any other boutique studio as a separate entity. They do not exist as a sub-brand on the site.,Studio Polanco or any other boutique studio as a separate entity. They do not exist as a sub-brand on the site.
A-001121,paragraph,,Appendix B -Out-of-Scope Pages,Rule 37 - Pages explicitly out of scope,Rule 37,body[1486],"Online membership checkout. Per Rule 22, the site does not sell memberships","Online membership checkout. Per Rule 22, the site does not sell memberships"
A-001122,paragraph,,Appendix B -Out-of-Scope Pages,Rule 37 - Pages explicitly out of scope,Rule 37,body[1487],transactionally; conversion is via.,transactionally; conversion is via.
A-001123,textbox_paragraph,,Appendix B -Out-of-Scope Pages,Rule 37 - Pages explicitly out of scope,Rule 37,body[1487]/txbx[0]/p[0],Agenda tu visi ta guiada,Agenda tu visi ta guiada
A-001124,heading,,Appendix C -Glossary,,Appendix C -Glossary,body[1491]/Heading2,Appendix C -Glossary,Appendix C -Glossary
A-001125,paragraph,,Appendix C -Glossary,,Appendix C -Glossary,body[1492],The glossary lists every term and code used in this specification.Terms not in this list should not appear in the production site copy or in supporting partner documents without prior addition here.,The glossary lists every term and code used in this specification.Terms not in this list should not appear in the production site copy or in supporting partner documents without prior addition here.
A-001126,paragraph,,Appendix C -Glossary,,Appendix C -Glossary,body[1494],TermMeaning,TermMeaning
A-001127,paragraph,,Appendix C -Glossary,,Appendix C -Glossary,body[1500],(Agenda tu visita guiada],(Agenda tu visita guiada]
A-001128,paragraph,,Appendix C -Glossary,,Appendix C -Glossary,body[1501],Book your guided visit. The site's primary conversion action. Header version:.,Book your guided visit. The site's primary conversion action. Header version:.
A-001129,paragraph,,Appendix C -Glossary,,Appendix C -Glossary,body[1505],"The Sports World conversational AI assistant. Full user-facing name: Preguntale a BES -tuasistente Sports World . Text-first, with voice as an optional input/output mode. Implemented as a global","The Sports World conversational AI assistant. Full user-facing name: Preguntale a BES -tuasistente Sports World . Text-first, with voice as an optional input/output mode. Implemented as a global"
A-001130,textbox_paragraph,,Appendix C -Glossary,,Appendix C -Glossary,body[1505]/txbx[0]/p[0],Agenda tuvisi ta,Agenda tuvisi ta
A-001131,paragraph,,Appendix C -Glossary,,Appendix C -Glossary,body[1506],floating widget (Rule 3) withas a fallback URL.,floating widget (Rule 3) withas a fallback URL.
A-001132,textbox_paragraph,,Appendix C -Glossary,,Appendix C -Glossary,body[1506]/txbx[0]/p[0],/bes,/bes
A-001133,textbox_paragraph,,Appendix C -Glossary,,Appendix C -Glossary,body[1506]/txbx[1]/p[0],Bajar de peso,Bajar  de  peso
A-001134,textbox_paragraph,,Appendix C -Glossary,,Appendix C -Glossary,body[1506]/txbx[2]/p[0],Brand positioning,Brand positioning
A-001135,paragraph,,Appendix C -Glossary,,Appendix C -Glossary,body[1508],Weight loss. Activates the 12-question variant of the questionnaire (Rule 19). Page classified as YMYL (Rule 14).,Weight loss. Activates the 12-question variant of the questionnaire (Rule 19). Page classified as YMYL (Rule 14).
A-001136,paragraph,,Appendix C -Glossary,,Appendix C -Glossary,body[1511],The site brand: Premium fitness. TheFitKidzsub-brand:(Premium family fitness]. See Part 1.,The site brand: Premium fitness. TheFitKidzsub-brand:(Premium family fitness]. See Part 1.
A-001137,paragraph,,Appendix C -Glossary,,Appendix C -Glossary,body[1513],City where Sports World has only one club.,City where Sports World has only one club.
A-001138,paragraph,,Appendix C -Glossary,,Appendix C -Glossary,body[1515],City where Sports World has 2 or 3 clubs.,City where Sports World has 2 or 3 clubs.
A-001139,paragraph,,Appendix C -Glossary,,Appendix C -Glossary,body[1517],"Mexico City Metropolitan Area (CDMX and Estado de Mexico), where Sports World has 32 clubs (more than 3). Subject to special geographic rules in Rule 24.","Mexico City Metropolitan Area (CDMX and Estado de Mexico), where Sports World has 32 clubs (more than 3). Subject to special geographic rules in Rule 24."
A-001140,paragraph,,Appendix C -Glossary,,Appendix C -Glossary,body[1520],"Way of navigating the site through the menus (header, ( Tu Spa rts","Way of navigating the site through the menus (header, ( Tu Spa rts"
A-001141,paragraph,,Appendix C -Glossary,,Appendix C -Glossary,body[1522],"World] drawer, internal links), without going through the questionnaire or BES.","World] drawer, internal links), without going through the questionnaire or BES."
A-001142,paragraph,,Appendix C -Glossary,,Appendix C -Glossary,body[1524],"Set of buttons that appear as primary actions inside a page's body content, not in the header. Changes by page and by user state (Rule 25).","Set of buttons that appear as primary actions inside a page's body content, not in the header. Changes by page and by user state (Rule 25)."
A-001143,paragraph,,Appendix C -Glossary,,Appendix C -Glossary,body[1526],Schema.org markup type used on every adult class page.,Schema.org markup type used on every adult class page.
A-001144,paragraph,,Appendix C -Glossary,,Appendix C -Glossary,body[1528],Mexican professional license number. Required visible on YMYL pages for the medical reviewer (Rule 14).,Mexican professional license number. Required visible on YMYL pages for the medical reviewer (Rule 14).
A-001145,paragraph,,Appendix C -Glossary,,Appendix C -Glossary,body[1534],(Disena tu experiencia],(Disena tu experiencia]
A-001146,textbox_paragraph,,Appendix C -Glossary,,Appendix C -Glossary,body[1534]/txbx[0]/p[0],Course,Course
A-001147,textbox_paragraph,,Appendix C -Glossary,,Appendix C -Glossary,body[1534]/txbx[1]/p[0],Cedula profesional,Cedula profesional
A-001148,paragraph,,Appendix C -Glossary,,Appendix C -Glossary,body[1537],(External-search inference],(External-search inference]
A-001149,paragraph,,Appendix C -Glossary,,Appendix C -Glossary,body[1538],Design your experience. The 10-question (or 12-question for weight loss) questionnaire that captures user information to build a personalized plan.,Design your experience. The 10-question (or 12-question for weight loss) questionnaire that captures user information to build a personalized plan.
